Id,Order_Date,Discount,Subtotal,Total,payment,Purchase_Status,Mes,Customer_Id,Customer_Name,City,State,Region,Delivery_Id,Services,P_Sevice,D_Forecast,D_Date,Status
894,2025-05-09 05:12:44,0.0101,155.4,196.73,Boleto,Confirmado,Maio,C00894,Heitor Jesus,Marabá,PA,Norte,D00894,Same-Day,42.9,2025-04-28 05:03:47,2025-05-03 05:03:47,Trânsito
908,2025-02-27 13:15:12,0.1291,2742.13,2431.02,Boleto,Confirmado,Fevereiro,C00908,Natália da Cunha,Porto Velho,RO,Norte,D00908,Same-Day,42.9,2025-04-18 20:48:06,2025-04-23 20:48:06,Atrasado
911,2025-04-24 16:35:44,0.1403,349.8,343.62,PIX,Confirmado,Abril,C00911,Henrique Duarte,Ribeirão Preto,SP,Sudeste,D00911,Same-Day,42.9,2025-04-21 14:46:00,2025-04-23 14:46:00,Atrasado
912,2025-02-23 23:46:19,0.1414,7916.4,6830.01,Boleto,Confirmado,Fevereiro,C00912,Juliana Pereira,Ribeirão Preto,SP,Sudeste,D00912,Scheduled,32.99,2025-05-07 00:53:06,2025-05-07 00:53:06,A Caminho
917,2025-03-02 20:11:18,0.0807,3079.6,2873.98,Debito,Confirmado,Março,C00917,Stella Pinto,Vila Velha,ES,Sudeste,D00917,Same-Day,42.9,2025-05-03 09:37:23,2025-05-06 09:37:23,Entregue
919,2025-04-10 07:13:41,0.0358,331.98,363.0,Boleto,Confirmado,Abril,C00919,Dra. Ana Vitória Duarte,Betim,MG,Sudeste,D00919,Same-Day,42.9,2025-05-11 19:59:10,2025-05-15 19:59:10,Atrasado
922,2025-03-22 05:04:05,0.1209,2144.0,1917.78,PIX,Confirmado,Março,C00922,Davi Lucas Pires,Chapecó,SC,Sul,D00922,Scheduled,32.99,2025-04-27 10:46:52,2025-04-27 10:46:52,Entregue
929,2025-02-23 14:26:39,0.0098,3216.0,3217.47,Credito,Confirmado,Fevereiro,C00929,Breno Mendes,Santa Maria,RS,Sul,D00929,Scheduled,32.99,2025-04-28 17:07:26,2025-04-28 17:07:26,Trânsito
938,2025-02-16 21:29:26,0.0679,155.4,167.75,Debito,Confirmado,Fevereiro,C00938,Sr. Caio Santos,Porto Nacional,TO,Norte,D00938,Standard,22.9,2025-04-27 01:22:32,2025-04-29 01:22:32,Trânsito
940,2025-04-12 05:25:49,0.0524,215.6,237.29,PIX,Confirmado,Abril,C00940,Benício Porto,Recife,PE,Nordeste,D00940,Scheduled,32.99,2025-05-05 20:13:34,2025-05-10 20:13:34,Trânsito
946,2025-04-17 00:14:45,0.1222,1979.1,1760.15,PIX,Confirmado,Abril,C00946,Maria Clara Sales,Vilhena,RO,Norte,D00946,Standard,22.9,2025-04-24 14:29:15,2025-04-25 14:29:15,A Caminho
952,2025-03-04 16:54:34,0.0812,497.97,490.52,PIX,Confirmado,Março,C00952,Vitor Hugo da Costa,Parnaíba,PI,Nordeste,D00952,Scheduled,32.99,2025-04-17 01:46:10,2025-04-18 01:46:10,Trânsito
955,2025-04-17 02:39:12,0.0076,3796.0,3790.05,Debito,Confirmado,Abril,C00955,Nicole da Conceição,Curitiba,PR,Sul,D00955,Standard,22.9,2025-04-25 07:07:40,2025-04-30 07:07:40,Trânsito
965,2025-02-19 18:02:30,0.0982,331.98,322.28,Debito,Confirmado,Fevereiro,C00965,Evelyn Campos,Rio Branco,AC,Norte,D00965,Standard,22.9,2025-05-09 03:00:17,2025-05-10 03:00:17,A Caminho
966,2025-04-08 13:38:07,0.017,2144.0,2140.54,Boleto,Confirmado,Abril,C00966,Laura Nunes,Curitiba,PR,Sul,D00966,Scheduled,32.99,2025-04-18 06:20:37,2025-04-19 06:20:37,Entregue
967,2025-02-22 09:10:18,0.0873,1347.0,1252.31,Credito,Confirmado,Fevereiro,C00967,Eduarda Duarte,Propriá,SE,Nordeste,D00967,Standard,22.9,2025-04-25 13:00:08,2025-04-27 13:00:08,Entregue
968,2025-04-23 08:49:45,0.0478,4879.71,4679.45,Boleto,Confirmado,Abril,C00968,João Guilherme Fogaça,Ananindeua,PA,Norte,D00968,Scheduled,32.99,2025-04-19 22:57:58,2025-04-23 22:57:58,A Caminho
981,2025-04-26 15:45:05,0.0417,663.96,669.26,PIX,Confirmado,Abril,C00981,Júlia Cardoso,Natal,RN,Nordeste,D00981,Scheduled,32.99,2025-04-24 20:41:05,2025-04-25 20:41:05,Trânsito
982,2025-03-07 13:03:55,0.0389,3796.0,3671.24,Debito,Confirmado,Março,C00982,Rafaela da Mata,Sena Madureira,AC,Norte,D00982,Standard,22.9,2025-05-16 23:45:13,2025-05-16 23:45:13,Atrasado
983,2025-04-24 03:09:18,0.1018,199.6,202.18,Credito,Confirmado,Abril,C00983,Nicolas Viana,Niterói,RJ,Sudeste,D00983,Standard,22.9,2025-04-15 23:07:06,2025-04-19 23:07:06,A Caminho
986,2025-04-28 14:07:12,0.1327,5937.3,5172.32,Debito,Confirmado,Abril,C00986,Nicolas Porto,Ji-Paraná,RO,Norte,D00986,Standard,22.9,2025-04-28 16:20:44,2025-05-03 16:20:44,A Caminho
987,2025-03-06 13:09:27,0.102,9208.0,8311.68,PIX,Confirmado,Março,C00987,Sr. Lucca Novaes,Caxias do Sul,RS,Sul,D00987,Same-Day,42.9,2025-04-15 02:10:39,2025-04-20 02:10:39,Atrasado
993,2025-03-28 11:32:52,0.0062,3796.0,3815.36,Debito,Confirmado,Março,C00993,Rafaela da Luz,Vila Velha,ES,Sudeste,D00993,Same-Day,42.9,2025-04-14 18:08:17,2025-04-19 18:08:17,A Caminho
1000,2025-03-22 03:16:01,0.1189,1286.97,1156.85,PIX,Confirmado,Março,C01000,Dr. Lucas Gabriel Sales,Niterói,RJ,Sudeste,D01000,Standard,22.9,2025-04-29 11:31:56,2025-05-03 11:31:56,A Caminho
1007,2025-05-06 06:49:06,0.0371,249.82,283.45,Boleto,Confirmado,Maio,C01007,Arthur da Mata,Santa Maria,RS,Sul,D01007,Same-Day,42.9,2025-05-13 06:37:09,2025-05-13 06:37:09,A Caminho
1012,2025-02-27 03:44:07,0.1018,3598.02,3264.73,PIX,Confirmado,Fevereiro,C01012,Sophie da Mota,Ribeirão Preto,SP,Sudeste,D01012,Scheduled,32.99,2025-04-17 00:12:36,2025-04-21 00:12:36,Entregue
1022,2025-03-11 04:52:49,0.048,1798.0,1744.69,Credito,Confirmado,Março,C01022,Esther Ribeiro,Palmas,TO,Norte,D01022,Scheduled,32.99,2025-05-03 12:33:23,2025-05-06 12:33:23,Entregue
1026,2025-04-05 06:25:16,0.0509,3049.99,2917.65,Credito,Confirmado,Abril,C01026,Sra. Maitê Teixeira,Cachoeiro de Itapemirim,ES,Sudeste,D01026,Standard,22.9,2025-05-08 20:07:29,2025-05-09 20:07:29,A Caminho
1028,2025-04-13 18:50:05,0.0254,3079.6,3024.28,PIX,Confirmado,Abril,C01028,Henrique da Mata,Linhares,ES,Sudeste,D01028,Standard,22.9,2025-05-10 02:57:31,2025-05-14 02:57:31,Atrasado
1033,2025-04-05 19:52:02,0.0728,35.8,76.09,PIX,Confirmado,Abril,C01033,Yasmin Gonçalves,Juazeiro,BA,Nordeste,D01033,Same-Day,42.9,2025-05-04 18:18:29,2025-05-06 18:18:29,Entregue
1035,2025-05-03 23:27:50,0.0712,6099.98,5708.56,Boleto,Confirmado,Maio,C01035,Maria Vitória da Rocha,Parnamirim,RN,Nordeste,D01035,Same-Day,42.9,2025-05-07 09:00:10,2025-05-07 09:00:10,Atrasado
1038,2025-05-02 11:26:40,0.0947,1286.97,1198.08,Boleto,Confirmado,Maio,C01038,Dra. Manuela da Rocha,Santana,AP,Norte,D01038,Scheduled,32.99,2025-05-05 00:53:36,2025-05-09 00:53:36,A Caminho
1040,2025-03-01 10:40:30,0.0022,349.8,391.93,PIX,Confirmado,Março,C01040,Yasmin Costela,Pelotas,RS,Sul,D01040,Same-Day,42.9,2025-04-20 19:00:45,2025-04-25 19:00:45,Entregue
1044,2025-05-07 05:13:41,0.1131,149.7,155.67,Debito,Confirmado,Maio,C01044,Eduarda Castro,Betim,MG,Sudeste,D01044,Standard,22.9,2025-05-12 01:40:27,2025-05-13 01:40:27,Atrasado
1045,2025-04-22 11:28:18,0.0769,497.97,502.58,Debito,Confirmado,Abril,C01045,Eduarda Fogaça,Campinas,SP,Sudeste,D01045,Same-Day,42.9,2025-04-30 04:10:53,2025-05-04 04:10:53,Atrasado
1046,2025-03-07 10:16:44,0.0429,4316.0,4173.74,Boleto,Confirmado,Março,C01046,Carolina Silva,São Luís,MA,Nordeste,D01046,Same-Day,42.9,2025-04-30 12:33:48,2025-04-30 12:33:48,A Caminho
1051,2025-03-28 14:47:38,0.1284,3253.14,2858.34,Boleto,Confirmado,Março,C01051,Henrique Vieira,Caicó,RN,Nordeste,D01051,Standard,22.9,2025-05-09 16:33:51,2025-05-13 16:33:51,Trânsito
1067,2025-05-02 06:54:55,0.1054,103.6,135.58,Debito,Confirmado,Maio,C01067,Augusto Oliveira,Lagarto,SE,Nordeste,D01067,Same-Day,42.9,2025-04-26 22:38:03,2025-04-28 22:38:03,A Caminho
1068,2025-04-08 21:10:29,0.0742,99.8,125.38,Debito,Confirmado,Abril,C01068,Sra. Sofia Sales,Porto Alegre,RS,Sul,D01068,Scheduled,32.99,2025-04-27 21:16:40,2025-04-29 21:16:40,A Caminho
1069,2025-05-17 07:22:12,0.0485,1979.1,1906.01,Credito,Confirmado,Maio,C01069,Srta. Agatha Pereira,Laranjal do Jari,AP,Norte,D01069,Standard,22.9,2025-05-10 19:57:57,2025-05-15 19:57:57,Trânsito
1073,2025-02-19 18:41:28,0.0431,898.0,892.29,Credito,Confirmado,Fevereiro,C01073,Srta. Vitória Moraes,Caracaraí,RR,Norte,D01073,Scheduled,32.99,2025-04-21 12:29:10,2025-04-26 12:29:10,Atrasado
1074,2025-04-18 21:06:18,0.0528,1079.0,1055.02,Boleto,Confirmado,Abril,C01074,Luiz Henrique Almeida,Uberlândia,MG,Sudeste,D01074,Scheduled,32.99,2025-05-12 23:41:12,2025-05-12 23:41:12,Trânsito
1076,2025-05-04 02:52:52,0.0817,6099.98,5624.51,PIX,Confirmado,Maio,C01076,Sr. Samuel Teixeira,Sobral,CE,Nordeste,D01076,Standard,22.9,2025-04-22 00:03:56,2025-04-24 00:03:56,A Caminho
1078,2025-03-02 03:53:48,0.1226,155.4,169.34,Debito,Confirmado,Março,C01078,Marcelo Martins,Rio Branco,AC,Norte,D01078,Scheduled,32.99,2025-05-04 02:55:38,2025-05-04 02:55:38,Trânsito
1080,2025-03-10 12:35:54,0.0897,499.64,477.72,Boleto,Confirmado,Março,C01080,Olivia da Cunha,Porto Alegre,RS,Sul,D01080,Standard,22.9,2025-05-03 18:29:02,2025-05-03 18:29:02,A Caminho
1084,2025-04-20 22:35:41,0.1233,2144.0,1922.54,Debito,Confirmado,Abril,C01084,Felipe da Cunha,Tarauacá,AC,Norte,D01084,Same-Day,42.9,2025-04-17 06:08:19,2025-04-18 06:08:19,Entregue
1085,2025-04-20 20:34:25,0.1153,71.6,96.33,Boleto,Confirmado,Abril,C01085,Joana Jesus,Ferreira Gomes,AP,Norte,D01085,Scheduled,32.99,2025-04-27 18:04:43,2025-04-27 18:04:43,A Caminho
1089,2025-03-22 11:38:24,0.1018,259.72,256.18,Debito,Confirmado,Março,C01089,Enzo Gabriel Ramos,Caxias,MA,Nordeste,D01089,Standard,22.9,2025-04-17 01:49:37,2025-04-20 01:49:37,A Caminho
1093,2025-03-08 00:25:04,0.1352,899.0,810.45,Boleto,Confirmado,Março,C01093,Sra. Lara Mendes,Itajaí,SC,Sul,D01093,Scheduled,32.99,2025-05-07 08:13:36,2025-05-09 08:13:36,Entregue
1094,2025-02-16 13:54:24,0.0172,99.8,120.98,Credito,Confirmado,Fevereiro,C01094,Sra. Maria Alice Costela,Sena Madureira,AC,Norte,D01094,Standard,22.9,2025-04-24 17:02:47,2025-04-29 17:02:47,A Caminho
1097,2025-04-18 17:19:22,0.0183,8226.39,8118.75,PIX,Confirmado,Abril,C01097,Gabrielly Santos,Santarém,PA,Norte,D01097,Same-Day,42.9,2025-04-22 18:22:45,2025-04-27 18:22:45,A Caminho
1098,2025-05-17 06:50:45,0.0147,519.44,544.79,PIX,Confirmado,Maio,C01098,Miguel da Paz,Itajaí,SC,Sul,D01098,Scheduled,32.99,2025-04-19 20:24:58,2025-04-20 20:24:58,Atrasado
1101,2025-04-07 00:16:51,0.0853,35.8,65.74,Credito,Confirmado,Abril,C01101,Thiago da Paz,Uberlândia,MG,Sudeste,D01101,Scheduled,32.99,2025-05-04 18:24:09,2025-05-08 18:24:09,A Caminho
1112,2025-03-14 21:37:43,0.016,53.9,86.03,Boleto,Confirmado,Março,C01112,Ana Lívia Gonçalves,Rio Branco,AC,Norte,D01112,Scheduled,32.99,2025-04-27 08:07:40,2025-04-29 08:07:40,Trânsito
1113,2025-03-20 02:52:13,0.0212,2742.13,2726.9,Debito,Confirmado,Março,C01113,Calebe da Rocha,João Pessoa,PB,Nordeste,D01113,Same-Day,42.9,2025-05-04 06:47:00,2025-05-07 06:47:00,Atrasado
1114,2025-03-29 22:12:26,0.1312,249.82,239.94,Boleto,Confirmado,Março,C01114,Maria Luiza Rezende,Maringá,PR,Sul,D01114,Standard,22.9,2025-05-01 22:25:54,2025-05-02 22:25:54,Atrasado
1116,2025-03-31 20:04:01,0.0458,2158.0,2102.06,Debito,Confirmado,Março,C01116,Beatriz da Paz,Teresina,PI,Nordeste,D01116,Same-Day,42.9,2025-04-22 11:07:43,2025-04-22 11:07:43,A Caminho
1120,2025-02-17 02:06:38,0.1228,499.64,461.18,Boleto,Confirmado,Fevereiro,C01120,Sra. Laura da Mata,Florianópolis,SC,Sul,D01120,Standard,22.9,2025-05-03 02:36:16,2025-05-06 02:36:16,Trânsito
1123,2025-03-07 11:37:16,0.1488,3079.6,2644.26,Boleto,Confirmado,Março,C01123,Ian Freitas,Blumenau,SC,Sul,D01123,Standard,22.9,2025-05-07 19:09:09,2025-05-11 19:09:09,A Caminho
1132,2025-03-27 05:18:35,0.0112,103.6,135.43,Debito,Confirmado,Março,C01132,Raquel Nunes,Pico,PI,Nordeste,D01132,Scheduled,32.99,2025-05-03 02:02:39,2025-05-06 02:02:39,A Caminho
1136,2025-03-27 14:35:40,0.0918,1347.0,1256.34,Boleto,Confirmado,Março,C01136,Heitor da Cruz,Rio de Janeiro,RJ,Sudeste,D01136,Scheduled,32.99,2025-04-18 15:17:16,2025-04-21 15:17:16,Trânsito
1137,2025-03-31 14:29:17,0.0963,107.8,130.41,Debito,Confirmado,Março,C01137,Vicente Moreira,Tarauacá,AC,Norte,D01137,Scheduled,32.99,2025-04-27 15:02:29,2025-05-01 15:02:29,A Caminho
1139,2025-03-18 10:31:48,0.0781,99.8,125.0,Credito,Confirmado,Março,C01139,Brenda Campos,Caicó,RN,Nordeste,D01139,Scheduled,32.99,2025-05-09 04:52:40,2025-05-12 04:52:40,Entregue
1147,2025-04-28 03:59:41,0.054,1898.0,1828.5,PIX,Confirmado,Abril,C01147,Pedro Lucas da Cunha,Crato,CE,Nordeste,D01147,Scheduled,32.99,2025-05-02 13:52:19,2025-05-07 13:52:19,Atrasado
1153,2025-04-06 13:02:58,0.0863,124.91,157.03,PIX,Confirmado,Abril,C01153,Maria Clara Novaes,Currais Novos,RN,Nordeste,D01153,Same-Day,42.9,2025-04-20 16:21:52,2025-04-22 16:21:52,Entregue
1155,2025-05-03 19:08:35,0.0632,1798.0,1727.27,Boleto,Confirmado,Maio,C01155,Esther Monteiro,Fortaleza,CE,Nordeste,D01155,Same-Day,42.9,2025-04-24 02:29:36,2025-04-24 02:29:36,Entregue
1157,2025-04-10 15:30:07,0.0421,8226.39,7902.96,Credito,Confirmado,Abril,C01157,Matheus Ribeiro,Curitiba,PR,Sul,D01157,Standard,22.9,2025-05-11 18:47:43,2025-05-14 18:47:43,Trânsito
1159,2025-02-18 08:40:41,0.1345,7916.4,6894.54,Credito,Confirmado,Fevereiro,C01159,Luiza Oliveira,Tefé,AM,Norte,D01159,Same-Day,42.9,2025-04-20 10:54:16,2025-04-25 10:54:16,A Caminho
1160,2025-02-21 14:48:58,0.0976,3596.0,3278.02,PIX,Confirmado,Fevereiro,C01160,Clarice Campos,Curitiba,PR,Sul,D01160,Scheduled,32.99,2025-05-04 03:01:04,2025-05-08 03:01:04,Entregue
1172,2025-04-22 17:20:09,0.1275,124.91,131.88,Credito,Confirmado,Abril,C01172,Breno Carvalho,Caracaraí,RR,Norte,D01172,Standard,22.9,2025-04-19 14:45:04,2025-04-21 14:45:04,A Caminho
1178,2025-04-28 01:42:12,0.1419,174.9,172.98,PIX,Confirmado,Abril,C01178,Rafaela Pereira,Sobral,CE,Nordeste,D01178,Standard,22.9,2025-04-21 04:02:40,2025-04-22 04:02:40,Atrasado
1183,2025-05-16 06:43:47,0.0755,1798.0,1685.15,Credito,Confirmado,Maio,C01183,Maria Vitória Martins,Rio de Janeiro,RJ,Sudeste,D01183,Standard,22.9,2025-05-05 04:55:11,2025-05-05 04:55:11,A Caminho
1186,2025-04-20 06:20:36,0.113,12199.96,10864.26,PIX,Confirmado,Abril,C01186,Thomas Nascimento,São Paulo,SP,Sudeste,D01186,Same-Day,42.9,2025-05-12 12:57:00,2025-05-13 12:57:00,Trânsito
1187,2025-05-16 05:37:33,0.0568,349.8,362.92,Credito,Confirmado,Maio,C01187,Sr. Luiz Gustavo Rezende,Ponta Grossa,PR,Sul,D01187,Scheduled,32.99,2025-05-03 02:59:45,2025-05-03 02:59:45,Entregue
1193,2025-03-28 03:54:51,0.0426,2847.0,2748.62,PIX,Confirmado,Março,C01193,Maria Sophia Cavalcanti,Londrina,PR,Sul,D01193,Standard,22.9,2025-05-05 19:48:14,2025-05-06 19:48:14,Trânsito
1195,2025-05-05 04:11:46,0.0782,129.86,152.69,Debito,Confirmado,Maio,C01195,João Gabriel Campos,Ponta Grossa,PR,Sul,D01195,Scheduled,32.99,2025-04-27 10:51:51,2025-04-30 10:51:51,Atrasado
1197,2025-03-25 19:02:04,0.1381,10968.52,9486.76,Credito,Confirmado,Março,C01197,Esther Castro,Pelotas,RS,Sul,D01197,Scheduled,32.99,2025-04-24 19:39:02,2025-04-29 19:39:02,Atrasado
1202,2025-03-22 15:24:57,0.1245,1626.57,1457.05,PIX,Confirmado,Março,C01202,Dr. João Guilherme da Rosa,Duque de Caxias,RJ,Sudeste,D01202,Scheduled,32.99,2025-04-18 20:34:06,2025-04-23 20:34:06,Entregue
1207,2025-03-12 07:30:56,0.1265,374.73,370.23,PIX,Confirmado,Março,C01207,Fernando Barros,Cascavel,PR,Sul,D01207,Same-Day,42.9,2025-04-15 16:35:01,2025-04-18 16:35:01,A Caminho
1208,2025-04-02 14:26:09,0.0792,9149.97,8448.19,Credito,Confirmado,Abril,C01208,Raul Carvalho,Santana,AP,Norte,D01208,Standard,22.9,2025-04-23 16:42:11,2025-04-28 16:42:11,Atrasado
1210,2025-04-11 00:07:38,0.0378,3596.0,3482.97,PIX,Confirmado,Abril,C01210,Vitor Gabriel Cardoso,Belém,PA,Norte,D01210,Standard,22.9,2025-05-02 23:08:37,2025-05-07 23:08:37,Atrasado
1217,2025-03-21 06:19:52,0.0766,524.7,527.41,Credito,Confirmado,Março,C01217,Kevin Santos,Niterói,RJ,Sudeste,D01217,Same-Day,42.9,2025-04-24 17:21:25,2025-04-25 17:21:25,A Caminho
1222,2025-04-12 05:11:41,0.1082,4604.0,4138.84,PIX,Confirmado,Abril,C01222,Joana Pinto,Florianópolis,SC,Sul,D01222,Scheduled,32.99,2025-04-20 10:38:10,2025-04-25 10:38:10,A Caminho
1235,2025-04-25 19:26:10,0.0765,857.98,815.24,Boleto,Confirmado,Abril,C01235,Letícia Caldeira,João Pessoa,PB,Nordeste,D01235,Standard,22.9,2025-04-20 18:56:48,2025-04-21 18:56:48,Atrasado
1242,2025-03-06 18:53:07,0.0895,9149.97,8364.04,Credito,Confirmado,Março,C01242,Marcos Vinicius da Cunha,Contagem,MG,Sudeste,D01242,Scheduled,32.99,2025-04-19 04:10:06,2025-04-19 04:10:06,A Caminho
1243,2025-02-25 18:44:21,0.1407,71.6,94.52,Credito,Confirmado,Fevereiro,C01243,Eduardo Rocha,Cachoeiro de Itapemirim,ES,Sudeste,D01243,Scheduled,32.99,2025-05-03 10:14:09,2025-05-06 10:14:09,Atrasado
1244,2025-05-03 03:55:01,0.1299,53.9,79.89,Boleto,Confirmado,Maio,C01244,Isadora Silva,Petrolina,PE,Nordeste,D01244,Scheduled,32.99,2025-04-26 06:09:22,2025-05-01 06:09:22,A Caminho
1245,2025-04-01 21:18:40,0.0112,12199.96,12106.22,Debito,Confirmado,Abril,C01245,Rafael Teixeira,Teresina,PI,Nordeste,D01245,Same-Day,42.9,2025-04-25 01:17:55,2025-04-30 01:17:55,A Caminho
1260,2025-04-12 15:05:28,0.0513,17.9,39.88,Credito,Confirmado,Abril,C01260,Srta. Sophie Azevedo,Contagem,MG,Sudeste,D01260,Standard,22.9,2025-04-17 15:10:54,2025-04-20 15:10:54,Entregue
1262,2025-03-04 04:58:31,0.0201,3079.6,3040.6,Credito,Confirmado,Março,C01262,Alícia Vieira,Caicó,RN,Nordeste,D01262,Standard,22.9,2025-04-30 17:09:40,2025-05-04 17:09:40,Entregue
1267,2025-03-11 06:31:00,0.1001,374.73,380.12,Credito,Confirmado,Março,C01267,Beatriz Dias,Rorainópolis,RR,Norte,D01267,Same-Day,42.9,2025-04-27 23:43:15,2025-05-01 23:43:15,Entregue
1274,2025-05-05 22:10:01,0.1351,497.97,473.59,Credito,Confirmado,Maio,C01274,Gabrielly Azevedo,São Bernardo do Campo,SP,Sudeste,D01274,Same-Day,42.9,2025-05-06 21:35:49,2025-05-07 21:35:49,Trânsito
1278,2025-05-03 08:55:04,0.0321,1979.1,1938.47,Debito,Confirmado,Maio,C01278,Sophia Gomes,Juazeiro do Norte,CE,Nordeste,D01278,Standard,22.9,2025-04-22 03:02:50,2025-04-22 03:02:50,Atrasado
1289,2025-05-15 05:58:08,0.1411,2309.7,2016.79,Boleto,Confirmado,Maio,C01289,Ana Júlia Ramos,Rolim de Moura,RO,Norte,D01289,Scheduled,32.99,2025-05-12 10:22:06,2025-05-17 10:22:06,Entregue
1292,2025-03-23 07:02:41,0.1031,1898.0,1735.31,Boleto,Confirmado,Março,C01292,Carlos Eduardo Melo,Petrolina,PE,Nordeste,D01292,Scheduled,32.99,2025-04-25 16:09:57,2025-04-30 16:09:57,A Caminho
1295,2025-05-16 18:35:33,0.0843,428.99,435.73,Boleto,Confirmado,Maio,C01295,Milena Gonçalves,Ponta Grossa,PR,Sul,D01295,Same-Day,42.9,2025-04-20 12:47:47,2025-04-21 12:47:47,Entregue
1296,2025-04-29 12:06:25,0.1065,53.7,80.97,Credito,Confirmado,Abril,C01296,Dr. Bryan Caldeira,Uberlândia,MG,Sudeste,D01296,Scheduled,32.99,2025-04-20 04:12:59,2025-04-25 04:12:59,Entregue
1307,2025-04-13 09:01:57,0.0797,161.7,171.71,Debito,Confirmado,Abril,C01307,Lucas Castro,Araguaína,TO,Norte,D01307,Standard,22.9,2025-05-02 08:14:51,2025-05-06 08:14:51,A Caminho
1313,2025-03-06 10:35:05,0.0077,161.7,183.35,Boleto,Confirmado,Março,C01313,Vitor Hugo Caldeira,Itajaí,SC,Sul,D01313,Standard,22.9,2025-05-04 23:46:25,2025-05-06 23:46:25,Trânsito
1317,2025-03-15 06:32:25,0.1095,3796.0,3423.24,Boleto,Confirmado,Março,C01317,Dr. Lucca Farias,Itajaí,SC,Sul,D01317,Same-Day,42.9,2025-04-29 14:03:51,2025-05-03 14:03:51,A Caminho
1330,2025-02-26 14:57:28,0.0756,428.99,439.46,Boleto,Confirmado,Fevereiro,C01330,Bárbara Dias,Juiz de Fora,MG,Sudeste,D01330,Same-Day,42.9,2025-04-20 11:28:05,2025-04-25 11:28:05,A Caminho
1334,2025-05-13 20:27:01,0.1278,663.96,622.01,PIX,Confirmado,Maio,C01334,Srta. Brenda Duarte,Itajaí,SC,Sul,D01334,Same-Day,42.9,2025-04-26 05:15:05,2025-04-27 05:15:05,Trânsito
1335,2025-04-14 12:15:43,0.1261,1715.96,1532.57,PIX,Confirmado,Abril,C01335,Sra. Emanuelly da Costa,Porto Nacional,TO,Norte,D01335,Scheduled,32.99,2025-04-27 14:27:22,2025-04-27 14:27:22,Trânsito
1339,2025-03-31 08:29:03,0.0622,389.58,388.25,Debito,Confirmado,Março,C01339,Ryan Teixeira,Rolim de Moura,RO,Norte,D01339,Standard,22.9,2025-05-02 06:02:08,2025-05-03 06:02:08,Atrasado
1342,2025-04-04 19:20:54,0.1124,898.0,819.96,Debito,Confirmado,Abril,C01342,Yasmin Costa,Rio de Janeiro,RJ,Sudeste,D01342,Standard,22.9,2025-05-10 00:44:48,2025-05-11 00:44:48,Atrasado
1347,2025-04-08 08:09:08,0.0566,3237.0,3086.78,Boleto,Confirmado,Abril,C01347,Luiza Azevedo,Nova Iguaçu,RJ,Sudeste,D01347,Scheduled,32.99,2025-04-22 03:31:15,2025-04-23 03:31:15,Atrasado
1354,2025-03-03 13:38:21,0.052,3958.2,3795.27,PIX,Confirmado,Março,C01354,Marcela Pires,Cascavel,PR,Sul,D01354,Same-Day,42.9,2025-05-07 01:21:28,2025-05-08 01:21:28,Entregue
1357,2025-03-26 07:11:16,0.1051,99.8,132.21,Boleto,Confirmado,Março,C01357,Evelyn Ramos,Aracaju,SE,Nordeste,D01357,Same-Day,42.9,2025-05-06 08:52:28,2025-05-08 08:52:28,Atrasado
1363,2025-04-08 14:41:57,0.0573,199.6,211.06,Credito,Confirmado,Abril,C01363,Pietro Monteiro,Caruaru,PE,Nordeste,D01363,Standard,22.9,2025-04-29 03:50:45,2025-04-30 03:50:45,Trânsito
1367,2025-03-21 15:01:54,0.1296,207.2,213.34,Credito,Confirmado,Março,C01367,Letícia da Luz,Campina Grande,PB,Nordeste,D01367,Scheduled,32.99,2025-04-20 02:51:03,2025-04-23 02:51:03,Trânsito
1370,2025-02-19 12:55:29,0.0686,53.7,92.92,Boleto,Confirmado,Fevereiro,C01370,Yasmin da Rocha,Ribeirão Preto,SP,Sudeste,D01370,Same-Day,42.9,2025-04-13 22:10:12,2025-04-17 22:10:12,Atrasado
1372,2025-02-26 20:13:28,0.0401,1796.0,1766.88,Credito,Confirmado,Fevereiro,C01372,Stella Moraes,São Paulo,SP,Sudeste,D01372,Same-Day,42.9,2025-05-08 01:57:32,2025-05-11 01:57:32,A Caminho
1374,2025-04-19 17:05:33,0.0497,1796.0,1729.64,Boleto,Confirmado,Abril,C01374,Thiago Correia,Salvador,BA,Nordeste,D01374,Standard,22.9,2025-04-29 14:28:50,2025-04-29 14:28:50,Atrasado
1375,2025-03-08 00:33:32,0.0743,9208.0,8546.75,PIX,Confirmado,Março,C01375,Sophie Oliveira,Olinda,PE,Nordeste,D01375,Standard,22.9,2025-05-10 07:46:58,2025-05-14 07:46:58,Atrasado
1379,2025-04-28 17:47:36,0.0551,499.64,515.01,PIX,Confirmado,Abril,C01379,Sr. Luiz Miguel Duarte,Cascavel,PR,Sul,D01379,Same-Day,42.9,2025-04-21 06:21:47,2025-04-21 06:21:47,Atrasado
1384,2025-04-08 19:46:51,0.0101,1286.97,1306.96,Debito,Confirmado,Abril,C01384,Kaique das Neves,Nossa Senhora,SE,Nordeste,D01384,Scheduled,32.99,2025-04-26 21:28:50,2025-04-30 21:28:50,Entregue
1387,2025-03-18 08:07:16,0.1055,9208.0,8269.55,Debito,Confirmado,Março,C01387,Noah Oliveira,Santana,AP,Norte,D01387,Scheduled,32.99,2025-05-09 03:34:27,2025-05-11 03:34:27,Trânsito
